Scenario,Sample ID,Sample status,Sorties,Energy (kWh),Operation Time (s),Selected batch IDs
r0.40_a0.9_b1.1,30,formal sampled,25,68.66971865991026,45322.35052184198,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,31,formal sampled,25,68.69369086533516,45316.35052184198,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,32,formal sampled,25,68.71445732436291,45247.0421467014,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,33,formal sampled,25,68.71772702639426,45241.0421467014,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,34,formal sampled,25,68.74169923181915,45235.0421467014,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|C|00007;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,35,formal sampled,25,68.75630673306806,45189.953841305185,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,36,formal sampled,25,68.7595764350994,45183.953841305185,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,37,formal sampled,25,68.7835486405243,45177.953841305185,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,38,formal sampled,26,68.5158338528215,47157.24458414363,S001|C|01022;S001|C|31745;S002|C|00054;S002|C|00201;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,39,formal sampled,26,68.516895555544,47014.58547759536,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,40,formal sampled,26,68.51730203287937,47008.58547759536,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,41,formal sampled,26,68.52057173491073,47002.58547759536,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,42,formal sampled,26,68.53468868324308,46996.58547759536,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,43,formal sampled,26,68.55866088866797,46990.58547759536,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00011;S003|C|00048;S003|C|00196;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,44,formal sampled,26,68.5647390751473,46871.9263710471,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00016;S003|C|00100;S003|C|00139;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,45,formal sampled,26,68.56800877717866,46865.9263710471,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,46,formal sampled,26,68.59198098260354,46859.9263710471,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|C|00024;S004|C|00039;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,47,formal sampled,26,68.62454645843222,46858.18879705857,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,48,formal sampled,26,68.64851866385712,46852.18879705857,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00006;S008|B|00008;S008|C|00017;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,49,formal sampled,27,68.38186557887681,48694.820433348745,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|C|00195;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,50,formal sampled,27,68.38227205621219,48688.820433348745,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,51,formal sampled,27,68.38554175824353,48682.820433348745,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,52,formal sampled,27,68.40951396366843,48676.820433348745,S001|C|01022;S001|C|31745;S002|B|00011;S002|B|00132;S002|C|00112;S003|B|00011;S003|C|00048;S003|C|00196;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,53,formal sampled,27,68.41559215014777,48552.16132680048,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,54,formal sampled,27,68.41886185217912,48546.16132680048,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00008;S004|C|00052;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,55,formal sampled,27,68.43297880051148,48540.16132680048,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,56,formal sampled,27,68.45695100593636,48534.16132680048,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|B|00003;S004|B|00036;S004|C|00024;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,57,formal sampled,28,68.28056217348059,50232.39628255386,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00016;S003|C|00100;S003|C|00139;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,58,formal sampled,28,68.28383187551194,50226.39628255386,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|C|00056;S003|C|00193;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,59,formal sampled,28,68.30780408093683,50220.39628255386,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00011;S003|C|00048;S003|C|00196;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,60,formal sampled,29,68.21534871980003,51975.37133476854,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00003;S003|B|00016;S003|B|00032;S003|C|00204;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,61,formal sampled,29,68.2174289689086,51969.37133476854,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00006;S003|B|00016;S003|B|00040;S003|C|00193;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,62,formal sampled,29,68.25513265733952,51963.37133476854,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00003;S003|B|00072;S003|B|00132;S003|C|00048;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
r0.40_a0.9_b1.1,63,formal sampled,30,68.1754388083435,53712.34638698323,S001|C|01022;S001|C|31745;S002|B|00024;S002|B|00036;S002|B|00066;S002|B|00129;S003|B|00003;S003|B|00016;S003|B|00032;S003|B|00072;S003|B|00132;S004|B|00003;S004|B|00008;S004|B|00016;S004|B|00036;S005|C|00063;S006|C|00063;S007|C|00031;S008|B|00001;S008|B|00006;S008|B|00008;S008|B|00016;S009|B|00007;S010|B|00007;S011|B|00007;S012|B|00003;S012|B|00004;S013|B|00007;S014|B|00007;S015|B|00007
